filename,width,height,class,xmin,ymin,xmax,ymax
616_day_outside.jpg,1080,1920,hole,789,653,945,727
616_day_outside.jpg,1080,1920,hole,825,512,881,543
616_day_outside.jpg,1080,1920,hole,57,545,250,638
206_day_outside.jpg,640,480,hole,249,226,329,286
642_day_outside.jpg,1080,1920,hole,1004,954,1080,1008
642_day_outside.jpg,1080,1920,hole,668,601,823,659
241_day_outside.jpg,640,480,hole,87,424,106,439
241_day_outside.jpg,640,480,hole,103,393,125,406
241_day_outside.jpg,640,480,hole,124,370,145,386
241_day_outside.jpg,640,480,hole,156,333,177,341
241_day_outside.jpg,640,480,hole,180,310,193,316
812_day_outside.jpg,1080,1920,hole,30,939,744,1920
930_day_outside.jpg,2016,4032,hole,464,2288,1433,2778
930_day_outside.jpg,2016,4032,hole,1320,1475,1539,1499
930_day_outside.jpg,2016,4032,hole,1860,1541,2016,1580
930_day_outside.jpg,2016,4032,hole,1379,1626,1600,1707
105_day_outside.JPG,3264,2448,hole,931,1729,1100,1755
663_day_outside.jpg,1080,1920,hole,1,529,200,634
663_day_outside.jpg,1080,1920,hole,505,511,566,523
663_day_outside.jpg,1080,1920,hole,244,437,329,473
1028_day_outside.jpg,2016,4032,hole,1,2117,1766,2810
1028_day_outside.jpg,2016,4032,hole,1,1956,282,2066
1028_day_outside.jpg,2016,4032,hole,588,1827,974,1894
1028_day_outside.jpg,2016,4032,hole,437,1760,791,1795
1028_day_outside.jpg,2016,4032,hole,1,1768,154,1797
1028_day_outside.jpg,2016,4032,hole,1268,1655,1522,1676
1028_day_outside.jpg,2016,4032,hole,1141,1753,2016,1970
1028_day_outside.jpg,2016,4032,hole,925,1648,1204,1675
1028_day_outside.jpg,2016,4032,hole,891,1687,1170,1719
990_day_outside.jpg,2016,4032,hole,786,2553,1839,2832
990_day_outside.jpg,2016,4032,hole,1010,2232,1409,2327
990_day_outside.jpg,2016,4032,hole,1136,2352,2016,2463
990_day_outside.jpg,2016,4032,hole,1,2279,728,2343
599_day_outside.jpg,1080,1920,hole,1,1105,455,1283
599_day_outside.jpg,1080,1920,hole,1,1570,571,1916
599_day_outside.jpg,1080,1920,hole,549,1019,904,1106
859_night_outside.jpg,2016,4032,hole,929,2222,1310,2453
859_night_outside.jpg,2016,4032,hole,468,2001,744,2077
859_night_outside.jpg,2016,4032,hole,438,1858,586,1925
859_night_outside.jpg,2016,4032,hole,353,1710,851,1842
859_night_outside.jpg,2016,4032,hole,912,1484,968,1508
859_night_outside.jpg,2016,4032,hole,553,1521,994,1619
859_night_outside.jpg,2016,4032,hole,798,1346,931,1362
859_night_outside.jpg,2016,4032,hole,711,1299,953,1333
859_night_outside.jpg,2016,4032,hole,780,1222,912,1253
715_day_outside.jpg,1080,1920,hole,1,1585,498,1747
715_day_outside.jpg,1080,1920,hole,645,1809,785,1912
715_day_outside.jpg,1080,1920,hole,646,1722,774,1799
715_day_outside.jpg,1080,1920,hole,955,1776,1069,1866
1011_day_outside.jpg,2016,4032,hole,1050,2111,1273,2212
120_day_outside.JPG,3264,2448,hole,2584,1731,2726,1776
120_day_outside.JPG,3264,2448,hole,1670,1317,1746,1332
120_day_outside.JPG,3264,2448,hole,1657,1268,1724,1293
949_day_outside.jpg,2016,4032,hole,681,2769,1535,3392
949_day_outside.jpg,2016,4032,hole,886,2276,1597,2761
797_day_outside.jpg,1080,1920,hole,73,957,564,1133
797_day_outside.jpg,1080,1920,hole,473,818,670,883
979_day_outside.jpg,2016,4032,hole,791,2510,1208,2699
235_day_outside.jpg,640,480,hole,151,437,197,462
235_day_outside.jpg,640,480,hole,189,313,229,337
235_day_outside.jpg,640,480,hole,215,340,250,360
235_day_outside.jpg,640,480,hole,295,240,395,253
235_day_outside.jpg,640,480,hole,293,272,314,280
235_day_outside.jpg,640,480,hole,266,293,284,303
485_day_outside.jpg,2016,4032,hole,524,2611,1383,4032
485_day_outside.jpg,2016,4032,hole,1047,2144,1205,2352
485_day_outside.jpg,2016,4032,hole,1098,2385,1286,2558
485_day_outside.jpg,2016,4032,hole,949,1813,1107,1857
155_day_outside.JPG,3264,2448,hole,1435,2202,1503,2228
155_day_outside.JPG,3264,2448,hole,1290,2231,1349,2261
155_day_outside.JPG,3264,2448,hole,1736,1907,1808,1925
155_day_outside.JPG,3264,2448,hole,2169,2097,2217,2117
155_day_outside.JPG,3264,2448,hole,1829,1690,1866,1698
155_day_outside.JPG,3264,2448,hole,1791,1681,1811,1687
155_day_outside.JPG,3264,2448,hole,2023,1751,2053,1759
155_day_outside.JPG,3264,2448,hole,1779,1690,1794,1695
155_day_outside.JPG,3264,2448,hole,1750,1689,1762,1693
155_day_outside.JPG,3264,2448,hole,1736,1691,1749,1696
155_day_outside.JPG,3264,2448,hole,1711,1663,1732,1668
155_day_outside.JPG,3264,2448,hole,1740,1653,1753,1659
155_day_outside.JPG,3264,2448,hole,1766,1650,1781,1656
650_day_outside.jpg,1080,1920,hole,368,1127,947,1219
650_day_outside.jpg,1080,1920,hole,198,1032,362,1072
650_day_outside.jpg,1080,1920,hole,487,921,658,955
650_day_outside.jpg,1080,1920,hole,788,1421,916,1476
650_day_outside.jpg,1080,1920,hole,229,988,411,1037
650_day_outside.jpg,1080,1920,hole,201,928,338,957
650_day_outside.jpg,1080,1920,hole,528,900,735,921
650_day_outside.jpg,1080,1920,hole,643,851,720,869
650_day_outside.jpg,1080,1920,hole,671,825,699,836
964_day_outside.jpg,2016,4032,hole,544,2885,1014,3302
964_day_outside.jpg,2016,4032,hole,297,2361,487,2552
964_day_outside.jpg,2016,4032,hole,1380,2420,1633,2497
964_day_outside.jpg,2016,4032,hole,841,2182,978,2225
964_day_outside.jpg,2016,4032,hole,1206,2272,1459,2339
864_day_outside.jpg,2016,4032,hole,402,2360,1627,2835
864_day_outside.jpg,2016,4032,hole,1,2171,236,2324
864_day_outside.jpg,2016,4032,hole,268,2033,845,2263
864_day_outside.jpg,2016,4032,hole,604,1866,904,1911
864_day_outside.jpg,2016,4032,hole,359,1874,500,1905
864_day_outside.jpg,2016,4032,hole,58,1892,301,1929
864_day_outside.jpg,2016,4032,hole,820,2017,1319,2142
1021_day_outside.jpg,2016,4032,hole,1,2701,269,3154
1021_day_outside.jpg,2016,4032,hole,917,3160,1994,4032
1021_day_outside.jpg,2016,4032,hole,665,2424,1157,2596
1021_day_outside.jpg,2016,4032,hole,1917,2572,2016,2712
1021_day_outside.jpg,2016,4032,hole,1385,2429,1761,2585
1021_day_outside.jpg,2016,4032,hole,1476,2138,1886,2221
1021_day_outside.jpg,2016,4032,hole,105,2072,1417,2178
1021_day_outside.jpg,2016,4032,hole,278,1989,396,2004
1021_day_outside.jpg,2016,4032,hole,197,2009,356,2022
1021_day_outside.jpg,2016,4032,hole,934,2038,1208,2060
1021_day_outside.jpg,2016,4032,hole,1161,1989,1286,2005
1021_day_outside.jpg,2016,4032,hole,1492,2030,1747,2059
1021_day_outside.jpg,2016,4032,hole,1496,2091,1713,2118
1021_day_outside.jpg,2016,4032,hole,489,1982,668,2003
1021_day_outside.jpg,2016,4032,hole,391,2182,667,2250
1021_day_outside.jpg,2016,4032,hole,1,2218,112,2275
1021_day_outside.jpg,2016,4032,hole,78,1975,255,1994
346_day_outside.jpg,640,480,hole,52,385,114,414
346_day_outside.jpg,640,480,hole,136,268,344,372
496_day_outside.jpg,2016,4032,hole,670,2348,1030,2524
496_day_outside.jpg,2016,4032,hole,702,2056,958,2156
496_day_outside.jpg,2016,4032,hole,650,2753,1139,3238
496_day_outside.jpg,2016,4032,hole,849,1931,935,2047
496_day_outside.jpg,2016,4032,hole,686,1897,833,1951
496_day_outside.jpg,2016,4032,hole,736,1801,904,1899
877_day_outside.jpg,2016,4032,hole,748,2358,1682,2638
877_day_outside.jpg,2016,4032,hole,205,2129,538,2184
157_day_outside.JPG,3264,2448,hole,2505,2345,2565,2371
157_day_outside.JPG,3264,2448,hole,2429,2359,2476,2386
157_day_outside.JPG,3264,2448,hole,2252,2109,2281,2123
157_day_outside.JPG,3264,2448,hole,2183,2075,2208,2088
157_day_outside.JPG,3264,2448,hole,1586,1949,1633,1966
157_day_outside.JPG,3264,2448,hole,1738,1967,1778,1979
157_day_outside.JPG,3264,2448,hole,1733,1954,1780,1964
207_day_outside.jpg,640,480,hole,192,232,282,253
207_day_outside.jpg,640,480,hole,179,254,274,350
727_day_outside.jpg,1080,1920,hole,597,969,766,1008
727_day_outside.jpg,1080,1920,hole,992,972,1080,1009
935_day_outside.jpg,2016,4032,hole,958,2874,1733,3290
935_day_outside.jpg,2016,4032,hole,150,2692,474,2858
935_day_outside.jpg,2016,4032,hole,81,2443,527,2599
935_day_outside.jpg,2016,4032,hole,255,2260,535,2358
935_day_outside.jpg,2016,4032,hole,424,2138,813,2220
935_day_outside.jpg,2016,4032,hole,184,1941,525,2002
935_day_outside.jpg,2016,4032,hole,1120,2078,1449,2189
935_day_outside.jpg,2016,4032,hole,1032,2437,1438,2635
935_day_outside.jpg,2016,4032,hole,789,2249,988,2346
935_day_outside.jpg,2016,4032,hole,863,1925,1678,1999
918_day_outside.jpg,2016,4032,hole,563,2298,816,2358
918_day_outside.jpg,2016,4032,hole,1175,2286,1352,2327
918_day_outside.jpg,2016,4032,hole,610,2411,864,2553
915_day_outside.jpg,2016,4032,hole,739,2332,1618,2640
915_day_outside.jpg,2016,4032,hole,1689,1918,2016,2128
888_day_outside.jpg,2016,4032,hole,1550,2996,2016,3368
888_day_outside.jpg,2016,4032,hole,903,1896,1481,1999
888_day_outside.jpg,2016,4032,hole,1799,2121,2016,2347
888_day_outside.jpg,2016,4032,hole,465,1886,673,1933
377_day_outside.jpg,640,480,hole,200,352,272,381
377_day_outside.jpg,640,480,hole,203,268,241,280
377_day_outside.jpg,640,480,hole,257,272,286,281
377_day_outside.jpg,640,480,hole,332,272,381,308
466_day_outside.JPG,3264,2448,hole,1147,2044,1446,2218
466_day_outside.JPG,3264,2448,hole,1198,1930,1453,2033
466_day_outside.JPG,3264,2448,hole,1435,1660,1861,1770
466_day_outside.JPG,3264,2448,hole,1381,1577,1635,1644
596_day_outside.jpg,1080,1920,hole,664,1313,805,1387
596_day_outside.jpg,1080,1920,hole,489,1121,628,1183
596_day_outside.jpg,1080,1920,hole,651,1141,786,1191
596_day_outside.jpg,1080,1920,hole,784,1025,1080,1121
596_day_outside.jpg,1080,1920,hole,628,961,810,1022
596_day_outside.jpg,1080,1920,hole,813,1218,1017,1414
596_day_outside.jpg,1080,1920,hole,785,1107,875,1143
596_day_outside.jpg,1080,1920,hole,673,834,746,868
596_day_outside.jpg,1080,1920,hole,726,942,768,963
596_day_outside.jpg,1080,1920,hole,774,947,829,973
596_day_outside.jpg,1080,1920,hole,21,1200,130,1269
596_day_outside.jpg,1080,1920,hole,211,1024,312,1066
831_day_outside.jpg,1080,1920,hole,288,762,831,882
360_day_outside.jpg,640,480,hole,1,402,119,449
360_day_outside.jpg,640,480,hole,162,405,203,426
360_day_outside.jpg,640,480,hole,241,417,368,440
360_day_outside.jpg,640,480,hole,277,397,324,413
360_day_outside.jpg,640,480,hole,63,334,176,393
360_day_outside.jpg,640,480,hole,126,302,245,344
360_day_outside.jpg,640,480,hole,282,295,334,306
360_day_outside.jpg,640,480,hole,251,296,276,316
1003_day_outside.jpg,2016,4032,hole,966,2346,1222,2424
1003_day_outside.jpg,2016,4032,hole,493,2468,779,2561
531_day_outside.jpg,2016,4032,hole,852,1872,1166,2088
531_day_outside.jpg,2016,4032,hole,78,2269,282,2404
531_day_outside.jpg,2016,4032,hole,328,2419,432,2496
405_day_outside.jpg,640,480,hole,282,284,321,301
405_day_outside.jpg,640,480,hole,1,334,141,394
566_day_outside.jpg,1080,1920,hole,1,910,351,1106
566_day_outside.jpg,1080,1920,hole,235,666,373,735
566_day_outside.jpg,1080,1920,hole,421,605,489,627
566_day_outside.jpg,1080,1920,hole,519,538,600,570
848_night_outside.jpg,2016,4032,hole,783,2497,1320,2822
848_night_outside.jpg,2016,4032,hole,237,2541,512,2730
848_night_outside.jpg,2016,4032,hole,1,2307,132,2362
848_night_outside.jpg,2016,4032,hole,972,1875,1064,1898
391_day_outside.jpg,640,480,hole,287,285,325,297
391_day_outside.jpg,640,480,hole,244,283,265,294
391_day_outside.jpg,640,480,hole,247,271,283,280
391_day_outside.jpg,640,480,hole,259,264,301,270
712_day_outside.jpg,1080,1920,hole,1,588,583,747
712_day_outside.jpg,1080,1920,hole,328,475,670,553
712_day_outside.jpg,1080,1920,hole,161,515,273,565
198_day_outside.JPG,3264,2448,hole,1644,1654,1874,1754
198_day_outside.JPG,3264,2448,hole,1705,1392,1749,1414
688_day_outside.jpg,1080,1920,hole,640,735,834,779
688_day_outside.jpg,1080,1920,hole,423,850,688,920
688_day_outside.jpg,1080,1920,hole,113,810,378,962
688_day_outside.jpg,1080,1920,hole,488,720,643,764
220_day_outside.JPG,3264,2448,hole,1937,1917,2066,2031
570_day_outside.jpg,1080,1920,hole,825,1754,1080,1920
570_day_outside.jpg,1080,1920,hole,61,900,209,973
746_day_outside.jpg,2016,4032,hole,1,2811,1298,3296
746_day_outside.jpg,2016,4032,hole,455,2482,1132,2674
746_day_outside.jpg,2016,4032,hole,1560,2470,1770,2529
746_day_outside.jpg,2016,4032,hole,1703,2221,1861,2263
1027_day_outside.jpg,2016,4032,hole,611,2124,1491,2577
1027_day_outside.jpg,2016,4032,hole,846,1815,1622,1974
1027_day_outside.jpg,2016,4032,hole,1,1816,516,1926
1027_day_outside.jpg,2016,4032,hole,1,1679,500,1789
1027_day_outside.jpg,2016,4032,hole,1723,1648,1867,1728
576_day_outside.jpg,2016,4032,hole,770,1296,1428,1599
338_day_outside.jpg,640,480,hole,179,388,235,415
338_day_outside.jpg,640,480,hole,271,428,342,451
338_day_outside.jpg,640,480,hole,247,368,339,408
338_day_outside.jpg,640,480,hole,282,468,351,480
889_day_outside.jpg,2016,4032,hole,917,2054,1156,2099
7_night_outside.JPG,3264,2448,hole,2130,2004,2320,2111
7_night_outside.JPG,3264,2448,hole,1949,2238,2142,2426
814_day_outside.jpg,1080,1920,hole,638,863,801,910
814_day_outside.jpg,1080,1920,hole,1,813,85,842
814_day_outside.jpg,1080,1920,hole,305,676,377,702
814_day_outside.jpg,1080,1920,hole,431,638,483,661
814_day_outside.jpg,1080,1920,hole,656,698,760,733
814_day_outside.jpg,1080,1920,hole,669,662,761,693
814_day_outside.jpg,1080,1920,hole,693,580,762,658
426_day_outside.JPG,3264,2448,hole,1096,2294,1329,2398
426_day_outside.JPG,3264,2448,hole,1664,1692,1813,1743
426_day_outside.JPG,3264,2448,hole,1769,1298,1915,1336
426_day_outside.JPG,3264,2448,hole,1814,1352,1903,1380
521_day_outside.jpg,2016,4032,hole,557,1735,1098,2416
521_day_outside.jpg,2016,4032,hole,693,2691,1266,3180
922_day_outside.jpg,2016,4032,hole,856,2193,1422,2395
922_day_outside.jpg,2016,4032,hole,1334,2615,2016,3041
922_day_outside.jpg,2016,4032,hole,383,1773,534,1802
550_night_outside.jpg,2016,4032,hole,183,3016,720,3428
329_day_outside.jpg,640,480,hole,381,251,640,444
329_day_outside.jpg,640,480,hole,376,234,471,244
329_day_outside.jpg,640,480,hole,402,224,457,234
490_day_outside.jpg,2016,4032,hole,762,2472,1126,2716
490_day_outside.jpg,2016,4032,hole,911,1950,1082,2112
490_day_outside.jpg,2016,4032,hole,967,2200,1113,2450
490_day_outside.jpg,2016,4032,hole,1031,1904,1072,1936
490_day_outside.jpg,2016,4032,hole,1000,1839,1078,1897
490_day_outside.jpg,2016,4032,hole,787,2118,951,2171
490_day_outside.jpg,2016,4032,hole,590,3277,1209,3762
815_day_outside.jpg,1080,1920,hole,111,757,273,818
815_day_outside.jpg,1080,1920,hole,783,703,948,823
815_day_outside.jpg,1080,1920,hole,821,661,921,711
815_day_outside.jpg,1080,1920,hole,817,624,881,661
815_day_outside.jpg,1080,1920,hole,491,1521,697,1621
815_day_outside.jpg,1080,1920,hole,13,1556,200,1742
921_day_outside.jpg,2016,4032,hole,953,2166,1678,2466
921_day_outside.jpg,2016,4032,hole,1255,1478,1448,1514
707_day_outside.jpg,1080,1920,hole,351,588,588,707
707_day_outside.jpg,1080,1920,hole,611,613,693,640
707_day_outside.jpg,1080,1920,hole,632,553,703,573
722_day_outside.jpg,1080,1920,hole,248,909,389,1037
722_day_outside.jpg,1080,1920,hole,701,1061,820,1119
722_day_outside.jpg,1080,1920,hole,67,1044,363,1160
560_day_outside.jpg,1080,1920,hole,516,1463,1080,1680
560_day_outside.jpg,1080,1920,hole,784,1283,1080,1427
318_day_outside.jpg,640,480,hole,181,439,304,480
318_day_outside.jpg,640,480,hole,290,380,498,426
318_day_outside.jpg,640,480,hole,319,330,360,341
318_day_outside.jpg,640,480,hole,312,340,357,356
318_day_outside.jpg,640,480,hole,173,340,216,354
923_day_outside.jpg,2016,4032,hole,392,2128,1194,2566
846_night_outside.jpg,2016,4032,hole,795,1772,1014,1866
846_night_outside.jpg,2016,4032,hole,595,1666,758,1778
846_night_outside.jpg,2016,4032,hole,845,1628,1027,1716
846_night_outside.jpg,2016,4032,hole,858,1366,1045,1466
846_night_outside.jpg,2016,4032,hole,810,1103,934,1139
846_night_outside.jpg,2016,4032,hole,491,988,743,1041
846_night_outside.jpg,2016,4032,hole,597,1058,716,1086
846_night_outside.jpg,2016,4032,hole,564,926,791,976
846_night_outside.jpg,2016,4032,hole,1283,2753,1670,3310
371_day_outside.jpg,640,480,hole,285,354,447,445
371_day_outside.jpg,640,480,hole,449,351,611,427
371_day_outside.jpg,640,480,hole,286,273,325,279
256_day_outside.jpg,640,480,hole,1,291,261,479
733_day_outside.jpg,2016,4032,hole,665,1862,1055,1961
733_day_outside.jpg,2016,4032,hole,394,1849,649,1961
733_day_outside.jpg,2016,4032,hole,794,1759,1115,1824
631_day_outside.jpg,1080,1920,hole,530,398,580,421
631_day_outside.jpg,1080,1920,hole,1,642,157,903
977_day_outside.jpg,2016,4032,hole,1781,2465,2016,2606
977_day_outside.jpg,2016,4032,hole,887,2439,1205,2559
977_day_outside.jpg,2016,4032,hole,1,2410,169,2465
977_day_outside.jpg,2016,4032,hole,367,2353,608,2453
977_day_outside.jpg,2016,4032,hole,1,2486,240,2600
908_day_outside.jpg,2016,4032,hole,651,2239,1265,2728
908_day_outside.jpg,2016,4032,hole,1603,2282,2016,2766
908_day_outside.jpg,2016,4032,hole,1196,1974,1475,2089
908_day_outside.jpg,2016,4032,hole,1823,2030,2014,2145
908_day_outside.jpg,2016,4032,hole,1,1870,176,1973
908_day_outside.jpg,2016,4032,hole,1412,1762,1526,1786
908_day_outside.jpg,2016,4032,hole,1166,1573,1268,1605
908_day_outside.jpg,2016,4032,hole,629,1661,868,1700
908_day_outside.jpg,2016,4032,hole,1593,1736,1711,1761
311_day_outside.jpg,640,480,hole,177,407,303,467
311_day_outside.jpg,640,480,hole,235,384,249,395
311_day_outside.jpg,640,480,hole,184,371,281,380
217_day_outside.jpg,640,480,hole,200,268,227,276
217_day_outside.jpg,640,480,hole,222,261,246,268
217_day_outside.jpg,640,480,hole,247,256,264,265
804_day_outside.jpg,1080,1920,hole,253,771,571,872
804_day_outside.jpg,1080,1920,hole,445,708,676,798
804_day_outside.jpg,1080,1920,hole,883,883,1080,1216
332_day_outside.jpg,640,480,hole,401,293,640,480
332_day_outside.jpg,640,480,hole,376,253,478,290
332_day_outside.jpg,640,480,hole,357,232,422,253
219_day_outside.jpg,640,480,hole,52,360,125,385
219_day_outside.jpg,640,480,hole,112,327,183,353
219_day_outside.jpg,640,480,hole,162,310,233,332
927_day_outside.jpg,2016,4032,hole,303,2313,1358,2835
171_day_outside.jpg,640,480,hole,72,391,235,441
171_day_outside.jpg,640,480,hole,1,337,199,407
171_day_outside.jpg,640,480,hole,173,321,275,350
171_day_outside.jpg,640,480,hole,105,288,150,306
171_day_outside.jpg,640,480,hole,150,266,219,284
171_day_outside.jpg,640,480,hole,187,247,280,262
244_day_outside.jpg,640,480,hole,293,278,364,295
1010_day_outside.jpg,2016,4032,hole,979,2365,1192,2414
1010_day_outside.jpg,2016,4032,hole,1225,2249,1260,2269
713_day_outside.jpg,1080,1920,hole,804,542,1050,585
276_day_outside.jpg,640,480,hole,317,298,348,315
771_day_outside.jpg,1080,1920,hole,653,883,934,990
771_day_outside.jpg,1080,1920,hole,622,719,941,848
771_day_outside.jpg,1080,1920,hole,475,1074,801,1221
647_day_outside.jpg,1080,1920,hole,569,796,676,814
647_day_outside.jpg,1080,1920,hole,362,822,490,876
647_day_outside.jpg,1080,1920,hole,407,770,487,778
647_day_outside.jpg,1080,1920,hole,452,780,537,798
647_day_outside.jpg,1080,1920,hole,686,856,866,882
289_day_outside.jpg,640,480,hole,184,283,222,297
289_day_outside.jpg,640,480,hole,190,258,245,275
289_day_outside.jpg,640,480,hole,231,242,257,248
557_day_outside.jpg,1080,1920,hole,688,1000,773,1065
557_day_outside.jpg,1080,1920,hole,754,1126,913,1214
557_day_outside.jpg,1080,1920,hole,868,1300,1005,1381
557_day_outside.jpg,1080,1920,hole,572,971,750,995
557_day_outside.jpg,1080,1920,hole,827,953,937,970
557_day_outside.jpg,1080,1920,hole,214,930,373,951
637_day_outside.jpg,1080,1920,hole,330,1155,594,1314
637_day_outside.jpg,1080,1920,hole,304,1364,594,1493
637_day_outside.jpg,1080,1920,hole,309,1662,607,1920
637_day_outside.jpg,1080,1920,hole,596,832,655,847
637_day_outside.jpg,1080,1920,hole,503,770,579,807
637_day_outside.jpg,1080,1920,hole,591,790,650,811
